od3	od3_7	Tomorrow is Tuesday. It ___ be Wednesday the day after tomorrow.	["is","will","going to","was"]	will	★★☆☆☆	正確答案： B (will)。原因： 表達「未來自然發生的客觀事實」（明天是星期二，後天一定是星期三），須使用助動詞 will 5。\n錯誤選項原因： A(is)是現在式，C(going to)通常用於主觀計畫且前方少動詞 be，D(was)是過去式 5。
od3	od3_7	In 60 minutes, it ___ be 2:00 p.m.	["will","is","does","are"]	will	★★☆☆☆	正確答案： A (will)。原因： 60分鐘後（In 60 minutes）是未來發生的事實，必須用 will 表達 5。\n錯誤選項原因： B(is)、C(does)、D(are) 皆為現在式，無法表達未來的狀況 5。
od3	od3_7	The sun ___ set at 7:00 p.m. tonight.	["will","is","have","to"]	will	★★☆☆☆	正確答案： A (will)。原因： 太陽今晚將落下，屬於未來的自然客觀事實，使用 will 5。\n錯誤選項原因： B(is)、C(have) 語法不合，D(to) 不能作為助動詞直接接原形動詞 set 5。
od3	od3_7	Which word is used for a future fact?	["Did","Will","Was","Were"]	Will	★☆☆☆☆	正確答案： B (Will)。原因： 課文文法重點指出 "Use will to talk about future facts" 5。\n錯誤選項原因： A(Did)、C(Was)、D(Were) 全部都是過去式 5。
od3	od3_7	I ___ be 12 years old next month.	["am","will","do","has"]	will	★★☆☆☆	正確答案： B (will)。原因： 下個月滿 12 歲是必然發生的「未來事實」，使用 will 5。\n錯誤選項原因： next month 提示未來，A(am)、C(do)、D(has) 皆為現在式，且文法不通順 5。
od3	od3_7	In 24 hours, it ___ be tomorrow.	["will","is","to","went"]	will	★☆☆☆☆	正確答案： A (will)。原因： 「24小時後將會是明天」是不可改變的未來事實，用 will 5。\n錯誤選項原因： B(is)是現在式，C(to)非動詞，D(went)是過去式 5。
od3	od3_7	It ___ not be dark at noon.	["will","is","does","has"]	will	★★★☆☆	正確答案： A (will)。原因： 配合後面的 be 動詞，形成 will not be (將不會是) 5。\n錯誤選項原因： B(is)後面不能再接原形動詞 be，C(does)、D(has) 語法不符 5。
od3	od3_7	We won't (will not) see the sun at midnight. The moon ___ be out.	["will","are","am","do"]	will	★★☆☆☆	正確答案： A (will)。原因： 延續前一句的未來事實 (won't)，月亮「將會」出來也使用 will 5。\n錯誤選項原因： B(are)、C(am)與主詞 The moon 搭配錯誤且無法接原形動詞 be，D(do)無法接 be 5。
od3	od3_7	Next year, the Earth ___ orbit the sun again.	["will","is","do","doing"]	will	★★☆☆☆	正確答案： A (will)。原因： Next year 提示未來，地球再次公轉是客觀事實，故選 will 5。\n錯誤選項原因： B(is)、C(do)為現在式，D(doing) 缺乏 be 動詞且時態不符 5。
od3	od3_7	In the future, a day ___ still have 24 hours.	["will","going","are","were"]	will	★★☆☆☆	正確答案： A (will)。原因： 在未來，一天依然會有 24 小時（自然規律），使用 will 5。\n錯誤選項原因： B(going) 前面缺少 is 且後面缺少 to，C(are) 搭配單數 a day 錯誤，D(were) 是過去式 5。
od3	od3_7	Which country name needs "the"?	["Japan","United States","Canada","Brazil"]	United States	★★★☆☆	正確答案： B (United States)。原因： 國家名稱為複數形態 (States) 時，前面必須加定冠詞 the 6。\n錯誤選項原因： A(日本)、C(加拿大)、D(巴西) 皆為單一專有名詞，不需加 the 6。
od3	od3_7	I want to visit ___ United Kingdom.	["a","an","the","(nothing)"]	the	★★☆☆☆	正確答案： C (the)。原因： 國家名稱中包含 Kingdom (王國) 時，前面必須加上 the 6。\n錯誤選項原因： United Kingdom 不能省略定冠詞，也不能用不定冠詞 a 或 an 6。
od3	od3_7	She lives in ___ France.	["the","a","an","(nothing)"]	(nothing)	★★☆☆☆	正確答案： D (nothing)。原因： France (法國) 是一般單數國家名，不需要加冠詞 6。\n錯誤選項原因： 只有複數名或包含特定字眼(Kingdom/Republic)才加 the，更不會加 a/an 6。
od3	od3_7	My uncle went to ___ Republic of Korea.	["a","an","the","(nothing)"]	the	★★★☆☆	正確答案： C (the)。原因： 國家名稱中包含 Republic (共和國) 時，前面必須加上 the 6。\n錯誤選項原因： 專有國名包含特定政治體制字眼，不能省略，也不用 a/an 6。
od3	od3_7	Do we say "the China"?	["Yes","No"]	No	★☆☆☆☆	正確答案： B (No)。原因： China 是一般單數專有國名，不需要加 the 6。\n錯誤選項原因： A(Yes) 違反文法規則 6。
od3	od3_7	They are traveling to ___ Philippines.	["the","a","an","(nothing)"]	the	★★★★☆	正確答案： A (the)。原因： Philippines (菲律賓) 是群島國家，字尾為複數形態的 s，依規則必須加 the 6。\n錯誤選項原因： 複數國名不能省略 the，更不能用單數的 a 或 an 6。
od3	od3_7	I flew to ___ Tokyo.	["the","a","an","(nothing)"]	(nothing)	★★☆☆☆	正確答案： D (nothing)。原因： Tokyo (東京) 是一個城市名稱，一般不需要加上任何冠詞 6。\n錯誤選項原因： 城市名稱並非複數國名或包含特定字詞，因此不需加冠詞 6。
od3	od3_7	Choose the correct sentence:	["I live in United States.","I live in the United States.","I live in a United States.","I live in an United States."]	I live in the United States.	★★☆☆☆	正確答案： B (I live in the United States.)。原因： United States 是複數形態國名，前面必須加 the 6。\n錯誤選項原因： A 漏掉了定冠詞，C 與 D 錯誤使用了不定冠詞 (a/an) 6。
od3	od3_7	We are learning about ___ Republic of South Africa.	["the","a","an","(nothing)"]	the	★★★☆☆	正確答案： A (the)。原因： 國名中出現 Republic (共和國)，符合必須加上 the 的規則 6。\n錯誤選項原因： 特殊國名結構不可省略，也不能使用不定冠詞 6。
od3	od3_7	Which country does NOT use "the"?	["United Kingdom","United Arab Emirates","Bahamas","Germany"]	Germany	★★★★☆	正確答案： D (Germany)。原因： Germany (德國) 是一般單數國名，不加 the 6。\n錯誤選項原因： A(含 Kingdom)、B(含 Emirates 聯合國)、C(巴哈馬群島為複數) 前面都要加 the 6。